,Date,Visitor,HG,Home,AG,winner
649,2016-01-14,Edmonton Oilers,1,San Jose Sharks,2,1
650,2016-01-14,Carolina Hurricanes,4,St. Louis Blues,1,0
651,2016-01-14,Nashville Predators,4,Winnipeg Jets,5,1
652,2016-01-14,Vancouver Canucks,1,Washington Capitals,4,1
653,2016-01-15,Dallas Stars,2,Anaheim Ducks,4,1
654,2016-01-15,Boston Bruins,4,Buffalo Sabres,1,0
655,2016-01-15,Vancouver Canucks,3,Carolina Hurricanes,2,0
656,2016-01-15,Winnipeg Jets,1,Minnesota Wild,0,0
657,2016-01-15,Pittsburgh Penguins,4,Tampa Bay Lightning,5,1
658,2016-01-15,Chicago Blackhawks,4,Toronto Maple Leafs,1,0
659,2016-01-16,New Jersey Devils,2,Arizona Coyotes,0,0
660,2016-01-16,Toronto Maple Leafs,2,Boston Bruins,3,1
661,2016-01-16,Washington Capitals,1,Buffalo Sabres,4,1
662,2016-01-16,Colorado Avalanche,1,Columbus Blue Jackets,2,1
663,2016-01-16,Calgary Flames,1,Edmonton Oilers,2,1
664,2016-01-16,Ottawa Senators,5,Los Angeles Kings,3,0
665,2016-01-16,Minnesota Wild,0,Nashville Predators,3,1
666,2016-01-16,New York Rangers,3,Philadelphia Flyers,2,0
667,2016-01-16,Dallas Stars,3,San Jose Sharks,4,1
668,2016-01-16,Montreal Canadiens,3,St. Louis Blues,4,1
669,2016-01-17,Los Angeles Kings,3,Anaheim Ducks,2,0
670,2016-01-17,Montreal Canadiens,2,Chicago Blackhawks,5,1
671,2016-01-17,Philadelphia Flyers,2,Detroit Red Wings,1,0
672,2016-01-17,Vancouver Canucks,2,New York Islanders,1,0
673,2016-01-17,Carolina Hurricanes,0,Pittsburgh Penguins,5,1
674,2016-01-17,Florida Panthers,1,Tampa Bay Lightning,3,1
675,2016-01-17,New York Rangers,2,Washington Capitals,5,1
676,2016-01-18,Buffalo Sabres,2,Arizona Coyotes,1,0
677,2016-01-18,Edmonton Oilers,4,Florida Panthers,2,0
678,2016-01-18,Ottawa Senators,4,San Jose Sharks,3,0
679,2016-01-18,Pittsburgh Penguins,2,St. Louis Blues,5,1
680,2016-01-18,Colorado Avalanche,2,Winnipeg Jets,1,0
681,2016-01-19,Washington Capitals,6,Columbus Blue Jackets,3,0
682,2016-01-19,Dallas Stars,2,Los Angeles Kings,3,1
683,2016-01-19,Boston Bruins,4,Montreal Canadiens,1,0
684,2016-01-19,Calgary Flames,2,New Jersey Devils,4,1
685,2016-01-19,Chicago Blackhawks,4,Nashville Predators,1,0
686,2016-01-19,Vancouver Canucks,2,New York Rangers,3,1
687,2016-01-19,Toronto Maple Leafs,3,Philadelphia Flyers,2,0
688,2016-01-19,Edmonton Oilers,4,Tampa Bay Lightning,6,1
689,2016-01-20,Minnesota Wild,1,Anaheim Ducks,3,1
690,2016-01-20,Buffalo Sabres,1,Colorado Avalanche,2,1
691,2016-01-20,St. Louis Blues,2,Detroit Red Wings,1,0
692,2016-01-21,San Jose Sharks,3,Arizona Coyotes,1,0
693,2016-01-21,Vancouver Canucks,4,Boston Bruins,2,0
694,2016-01-21,Calgary Flames,4,Columbus Blue Jackets,2,0
695,2016-01-21,Edmonton Oilers,2,Dallas Stars,3,1
696,2016-01-21,Minnesota Wild,3,Los Angeles Kings,0,0
697,2016-01-21,Ottawa Senators,3,New Jersey Devils,6,1
698,2016-01-21,Philadelphia Flyers,3,Pittsburgh Penguins,4,1
699,2016-01-21,Chicago Blackhawks,1,Tampa Bay Lightning,2,1
700,2016-01-21,Carolina Hurricanes,1,Toronto Maple Leafs,0,0
701,2016-01-21,Nashville Predators,4,Winnipeg Jets,1,0
702,2016-01-22,Detroit Red Wings,3,Buffalo Sabres,0,0
703,2016-01-22,New York Rangers,4,Carolina Hurricanes,1,0
704,2016-01-22,St. Louis Blues,1,Colorado Avalanche,2,1
705,2016-01-22,Chicago Blackhawks,0,Florida Panthers,4,1
706,2016-01-22,New York Islanders,5,Ottawa Senators,2,0
707,2016-01-23,Los Angeles Kings,2,Arizona Coyotes,3,1
708,2016-01-23,Columbus Blue Jackets,2,Boston Bruins,3,1
709,2016-01-23,Colorado Avalanche,3,Dallas Stars,1,0
710,2016-01-23,Anaheim Ducks,4,Detroit Red Wings,3,0
711,2016-01-23,Nashville Predators,4,Edmonton Oilers,1,0
712,2016-01-23,Tampa Bay Lightning,2,Florida Panthers,5,1
713,2016-01-23,Vancouver Canucks,4,Pittsburgh Penguins,5,1
714,2016-01-23,Minnesota Wild,3,San Jose Sharks,4,1
715,2016-01-23,Montreal Canadiens,3,Toronto Maple Leafs,2,0
716,2016-01-23,New Jersey Devils,3,Winnipeg Jets,1,0
717,2016-01-24,Calgary Flames,2,Carolina Hurricanes,5,1
718,2016-01-24,St. Louis Blues,0,Chicago Blackhawks,2,1
719,2016-01-24,New York Rangers,0,Ottawa Senators,3,1
720,2016-01-24,Los Angeles Kings,3,San Jose Sharks,2,0
721,2016-01-25,Montreal Canadiens,2,Columbus Blue Jackets,5,1
722,2016-01-25,Calgary Flames,1,Dallas Stars,2,1
723,2016-01-25,Arizona Coyotes,2,Minnesota Wild,1,0
724,2016-01-25,Detroit Red Wings,4,New York Islanders,2,0
725,2016-01-25,Buffalo Sabres,3,New York Rangers,6,1
726,2016-01-25,Boston Bruins,3,Philadelphia Flyers,2,0
727,2016-01-26,Anaheim Ducks,6,Boston Bruins,2,0
728,2016-01-26,Chicago Blackhawks,0,Carolina Hurricanes,5,1
729,2016-01-26,Toronto Maple Leafs,1,Florida Panthers,5,1
730,2016-01-26,Columbus Blue Jackets,5,Montreal Canadiens,2,0
731,2016-01-26,Buffalo Sabres,3,Ottawa Senators,2,0
732,2016-01-26,New Jersey Devils,0,Pittsburgh Penguins,2,1
733,2016-01-26,Colorado Avalanche,1,San Jose Sharks,6,1
734,2016-01-26,Nashville Predators,2,Vancouver Canucks,1,0
735,2016-01-26,Arizona Coyotes,2,Winnipeg Jets,5,1
736,2016-01-27,Nashville Predators,2,Calgary Flames,1,0
737,2016-01-27,Colorado Avalanche,4,Los Angeles Kings,3,0
738,2016-01-27,Toronto Maple Leafs,0,Tampa Bay Lightning,1,1
739,2016-01-27,Philadelphia Flyers,4,Washington Capitals,3,0
740,2016-02-02,San Jose Sharks,2,Anaheim Ducks,3,1
741,2016-02-02,Los Angeles Kings,6,Arizona Coyotes,2,0
742,2016-02-02,Toronto Maple Leafs,4,Boston Bruins,3,0
743,2016-02-02,Chicago Blackhawks,2,Colorado Avalanche,1,0
744,2016-02-02,Columbus Blue Jackets,1,Edmonton Oilers,5,1
745,2016-02-02,New York Rangers,2,New Jersey Devils,3,1
746,2016-02-02,St. Louis Blues,1,Nashville Predators,0,0
747,2016-02-02,Minnesota Wild,3,New York Islanders,5,1
748,2016-02-02,Montreal Canadiens,2,Philadelphia Flyers,4,1
749,2016-02-02,Ottawa Senators,5,Pittsburgh Penguins,6,1
750,2016-02-02,Dallas Stars,5,Winnipeg Jets,3,0
751,2016-02-02,Florida Panthers,5,Washington Capitals,2,0
752,2016-02-03,Carolina Hurricanes,1,Calgary Flames,4,1
753,2016-02-03,Buffalo Sabres,4,Montreal Canadiens,2,0
754,2016-02-03,Detroit Red Wings,1,Tampa Bay Lightning,3,1
755,2016-02-04,Chicago Blackhawks,5,Arizona Coyotes,4,0
756,2016-02-04,Boston Bruins,3,Buffalo Sabres,2,0
757,2016-02-04,Dallas Stars,4,Colorado Avalanche,3,0
758,2016-02-04,Detroit Red Wings,3,Florida Panthers,6,1
759,2016-02-04,Anaheim Ducks,4,Los Angeles Kings,2,0
760,2016-02-04,Philadelphia Flyers,6,Nashville Predators,3,0
761,2016-02-04,Minnesota Wild,2,New York Rangers,4,1
762,2016-02-04,Edmonton Oilers,7,Ottawa Senators,2,0
763,2016-02-04,San Jose Sharks,3,St. Louis Blues,1,0
764,2016-02-04,New Jersey Devils,2,Toronto Maple Leafs,3,1
765,2016-02-04,Columbus Blue Jackets,2,Vancouver Canucks,1,0
766,2016-02-04,New York Islanders,2,Washington Capitals,3,1
767,2016-02-05,Arizona Coyotes,2,Anaheim Ducks,5,1
768,2016-02-05,Columbus Blue Jackets,2,Calgary Flames,1,0
769,2016-02-05,Pittsburgh Penguins,3,Tampa Bay Lightning,6,1
770,2016-02-05,Carolina Hurricanes,5,Winnipeg Jets,3,0
771,2016-02-06,Buffalo Sabres,1,Boston Bruins,2,1
772,2016-02-06,Winnipeg Jets,4,Colorado Avalanche,2,0
773,2016-02-06,Chicago Blackhawks,5,Dallas Stars,1,0
774,2016-02-06,New York Islanders,1,Detroit Red Wings,5,1
775,2016-02-06,Pittsburgh Penguins,3,Florida Panthers,2,0
776,2016-02-06,Edmonton Oilers,1,Montreal Canadiens,5,1
777,2016-02-06,Washington Capitals,3,New Jersey Devils,2,0
778,2016-02-06,San Jose Sharks,2,Nashville Predators,6,1
779,2016-02-06,Toronto Maple Leafs,1,Ottawa Senators,6,1
780,2016-02-06,New York Rangers,3,Philadelphia Flyers,2,0
781,2016-02-06,Minnesota Wild,1,St. Louis Blues,4,1
782,2016-02-06,Calgary Flames,4,Vancouver Canucks,1,0
783,2016-02-07,Carolina Hurricanes,1,Montreal Canadiens,2,1
784,2016-02-07,Edmonton Oilers,1,New York Islanders,8,1
785,2016-02-07,Philadelphia Flyers,2,Washington Capitals,3,1
786,2016-02-08,Florida Panthers,0,Detroit Red Wings,3,1
787,2016-02-08,New Jersey Devils,1,New York Rangers,2,1
788,2016-02-08,Tampa Bay Lightning,1,Ottawa Senators,5,1
789,2016-02-08,Anaheim Ducks,2,Pittsburgh Penguins,6,1
790,2016-02-09,Los Angeles Kings,9,Boston Bruins,2,0
791,2016-02-09,Florida Panthers,7,Buffalo Sabres,4,0
792,2016-02-09,New York Islanders,3,Columbus Blue Jackets,2,0
793,2016-02-09,Toronto Maple Leafs,3,Calgary Flames,4,1
794,2016-02-09,San Jose Sharks,2,Chicago Blackhawks,0,0
795,2016-02-09,Vancouver Canucks,3,Colorado Avalanche,1,0
796,2016-02-09,Dallas Stars,4,Minnesota Wild,3,0
797,2016-02-09,Tampa Bay Lightning,2,Montreal Canadiens,4,1
798,2016-02-09,Edmonton Oilers,1,New Jersey Devils,2,1
799,2016-02-09,Washington Capitals,5,Nashville Predators,3,0
800,2016-02-09,Anaheim Ducks,4,Philadelphia Flyers,1,0
801,2016-02-09,Winnipeg Jets,2,St. Louis Blues,1,0
802,2016-02-10,Vancouver Canucks,2,Arizona Coyotes,1,0
803,2016-02-10,Ottawa Senators,1,Detroit Red Wings,3,1
804,2016-02-10,New York Rangers,3,Pittsburgh Penguins,0,0
805,2016-02-11,Anaheim Ducks,3,Columbus Blue Jackets,4,1
806,2016-02-11,Dallas Stars,4,Chicago Blackhawks,2,0
807,2016-02-11,Toronto Maple Leafs,2,Edmonton Oilers,5,1
808,2016-02-11,Washington Capitals,4,Minnesota Wild,3,0
809,2016-02-11,Los Angeles Kings,2,New York Islanders,5,1
810,2016-02-11,Colorado Avalanche,4,Ottawa Senators,3,0
811,2016-02-11,Buffalo Sabres,1,Philadelphia Flyers,5,1
812,2016-02-11,Calgary Flames,6,San Jose Sharks,5,0
813,2016-02-11,Boston Bruins,6,Winnipeg Jets,2,0
814,2016-02-12,Calgary Flames,1,Arizona Coyotes,4,1
815,2016-02-12,Montreal Canadiens,4,Buffalo Sabres,6,1
816,2016-02-12,Pittsburgh Penguins,2,Carolina Hurricanes,1,0
817,2016-02-12,Colorado Avalanche,3,Detroit Red Wings,2,0
818,2016-02-12,St. Louis Blues,5,Florida Panthers,3,0
819,2016-02-12,Los Angeles Kings,5,New York Rangers,4,0
820,2016-02-12,Nashville Predators,3,Tampa Bay Lightning,4,1
821,2016-02-13,New York Islanders,3,Carolina Hurricanes,6,1
822,2016-02-13,Ottawa Senators,2,Columbus Blue Jackets,4,1
823,2016-02-13,Anaheim Ducks,3,Chicago Blackhawks,2,0
824,2016-02-13,Washington Capitals,3,Dallas Stars,4,1
825,2016-02-13,Winnipeg Jets,2,Edmonton Oilers,1,0
826,2016-02-13,Nashville Predators,5,Florida Panthers,0,0
827,2016-02-13,Boston Bruins,4,Minnesota Wild,2,0
828,2016-02-13,New Jersey Devils,2,Philadelphia Flyers,1,0
829,2016-02-13,Arizona Coyotes,1,San Jose Sharks,4,1
830,2016-02-13,Toronto Maple Leafs,5,Vancouver Canucks,2,0
831,2016-02-14,Colorado Avalanche,1,Buffalo Sabres,4,1
832,2016-02-14,Boston Bruins,5,Detroit Red Wings,6,1
833,2016-02-14,Los Angeles Kings,0,New Jersey Devils,1,1
834,2016-02-14,Philadelphia Flyers,1,New York Rangers,3,1
835,2016-02-14,St. Louis Blues,2,Tampa Bay Lightning,1,0
836,2016-02-15,Montreal Canadiens,2,Arizona Coyotes,6,1
837,2016-02-15,Anaheim Ducks,6,Calgary Flames,4,0
838,2016-02-15,Toronto Maple Leafs,2,Chicago Blackhawks,7,1
839,2016-02-15,Pittsburgh Penguins,1,Florida Panthers,2,1
840,2016-02-15,Dallas Stars,3,Nashville Predators,2,0
841,2016-02-15,Detroit Red Wings,1,New York Islanders,4,1
842,2016-02-15,Minnesota Wild,5,Vancouver Canucks,2,0
843,2016-02-16,Winnipeg Jets,1,Carolina Hurricanes,2,1
844,2016-02-16,Boston Bruins,2,Columbus Blue Jackets,1,0
845,2016-02-16,Anaheim Ducks,5,Edmonton Oilers,3,0
846,2016-02-16,Philadelphia Flyers,6,New Jersey Devils,3,0
847,2016-02-16,Buffalo Sabres,1,Ottawa Senators,2,1
848,2016-02-16,Dallas Stars,1,St. Louis Blues,2,1
849,2016-02-16,San Jose Sharks,4,Tampa Bay Lightning,2,0
850,2016-02-16,Los Angeles Kings,1,Washington Capitals,3,1
851,2016-02-17,Minnesota Wild,5,Calgary Flames,3,0
852,2016-02-17,Montreal Canadiens,2,Colorado Avalanche,3,1
853,2016-02-17,Chicago Blackhawks,5,New York Rangers,3,0
854,2016-02-18,Dallas Stars,3,Arizona Coyotes,6,1
855,2016-02-18,Minnesota Wild,5,Edmonton Oilers,2,0
856,2016-02-18,San Jose Sharks,2,Florida Panthers,1,0
857,2016-02-18,Boston Bruins,0,Nashville Predators,2,1
858,2016-02-18,Washington Capitals,3,New York Islanders,2,0
859,2016-02-18,Carolina Hurricanes,2,Ottawa Senators,4,1
860,2016-02-18,Detroit Red Wings,3,Pittsburgh Penguins,6,1
861,2016-02-18,Los Angeles Kings,1,St. Louis Blues,2,1
862,2016-02-18,Winnipeg Jets,5,Tampa Bay Lightning,6,1
863,2016-02-18,New York Rangers,4,Toronto Maple Leafs,2,0
864,2016-02-18,Anaheim Ducks,5,Vancouver Canucks,2,0
865,2016-02-19,San Jose Sharks,2,Carolina Hurricanes,5,1
866,2016-02-19,Buffalo Sabres,4,Columbus Blue Jackets,0,0
867,2016-02-19,Vancouver Canucks,2,Calgary Flames,5,1
868,2016-02-19,Philadelphia Flyers,2,Montreal Canadiens,3,1
869,2016-02-19,New York Islanders,1,New Jersey Devils,0,0
870,2016-02-20,St. Louis Blues,6,Arizona Coyotes,4,0
871,2016-02-20,Boston Bruins,7,Dallas Stars,3,0
872,2016-02-20,Colorado Avalanche,3,Edmonton Oilers,2,0
873,2016-02-20,Winnipeg Jets,1,Florida Panthers,3,1
874,2016-02-20,Los Angeles Kings,2,Nashville Predators,1,0
875,2016-02-20,Detroit Red Wings,2,Ottawa Senators,3,1
876,2016-02-20,Tampa Bay Lightning,4,Pittsburgh Penguins,2,0
877,2016-02-20,Philadelphia Flyers,5,Toronto Maple Leafs,4,0
878,2016-02-20,New Jersey Devils,3,Washington Capitals,4,1
879,2016-02-21,Calgary Flames,2,Anaheim Ducks,5,1
880,2016-02-21,Pittsburgh Penguins,4,Buffalo Sabres,3,0
881,2016-02-21,Tampa Bay Lightning,4,Carolina Hurricanes,2,0
882,2016-02-21,Chicago Blackhawks,1,Minnesota Wild,6,1
883,2016-02-21,Detroit Red Wings,0,New York Rangers,1,1
884,2016-02-21,Colorado Avalanche,1,Vancouver Canucks,5,1
885,2016-02-22,Columbus Blue Jackets,6,Boston Bruins,4,0
886,2016-02-22,Nashville Predators,2,Montreal Canadiens,1,0
887,2016-02-22,San Jose Sharks,6,St. Louis Blues,3,0
888,2016-02-22,Arizona Coyotes,2,Washington Capitals,3,1
889,2016-02-23,Philadelphia Flyers,1,Carolina Hurricanes,3,1
890,2016-02-23,Columbus Blue Jackets,1,Detroit Red Wings,2,1
891,2016-02-23,Ottawa Senators,4,Edmonton Oilers,1,0
892,2016-02-23,Calgary Flames,1,Los Angeles Kings,2,1
893,2016-02-23,New York Islanders,4,Minnesota Wild,1,0
894,2016-02-23,New York Rangers,2,New Jersey Devils,5,1
895,2016-02-23,Arizona Coyotes,1,Tampa Bay Lightning,2,1
896,2016-02-23,Nashville Predators,3,Toronto Maple Leafs,2,0
897,2016-02-23,Dallas Stars,5,Winnipeg Jets,3,0
898,2016-02-24,Buffalo Sabres,0,Anaheim Ducks,1,1
899,2016-02-24,Pittsburgh Penguins,1,Boston Bruins,5,1
900,2016-02-24,San Jose Sharks,3,Colorado Avalanche,4,1
901,2016-02-24,Montreal Canadiens,4,Washington Capitals,3,0
902,2016-02-25,New Jersey Devils,1,Columbus Blue Jackets,6,1
903,2016-02-25,New York Islanders,2,Calgary Flames,1,0
904,2016-02-25,Nashville Predators,3,Chicago Blackhawks,1,0
905,2016-02-25,Winnipeg Jets,6,Dallas Stars,3,0
906,2016-02-25,Arizona Coyotes,2,Florida Panthers,3,1
907,2016-02-25,Edmonton Oilers,1,Los Angeles Kings,2,1
908,2016-02-25,Minnesota Wild,2,Philadelphia Flyers,3,1
909,2016-02-25,New York Rangers,2,St. Louis Blues,1,0
910,2016-02-25,Carolina Hurricanes,1,Toronto Maple Leafs,3,1
911,2016-02-25,Ottawa Senators,3,Vancouver Canucks,5,1
912,2016-02-26,Edmonton Oilers,1,Anaheim Ducks,2,1
913,2016-02-26,Boston Bruins,4,Carolina Hurricanes,1,0
914,2016-02-26,Tampa Bay Lightning,4,New Jersey Devils,0,0
915,2016-02-26,Buffalo Sabres,3,San Jose Sharks,1,0
916,2016-02-26,Minnesota Wild,2,Washington Capitals,3,1
917,2016-02-27,Florida Panthers,3,Columbus Blue Jackets,4,1
918,2016-02-27,Ottawa Senators,6,Calgary Flames,4,0
919,2016-02-27,Detroit Red Wings,5,Colorado Avalanche,3,0
920,2016-02-27,New York Rangers,3,Dallas Stars,2,0
921,2016-02-27,Buffalo Sabres,0,Los Angeles Kings,2,1
922,2016-02-27,Toronto Maple Leafs,1,Montreal Canadiens,4,1
923,2016-02-27,St. Louis Blues,0,Nashville Predators,5,1
924,2016-02-27,Arizona Coyotes,2,Philadelphia Flyers,4,1
925,2016-02-27,Winnipeg Jets,1,Pittsburgh Penguins,4,1
926,2016-02-28,Los Angeles Kings,2,Anaheim Ducks,4,1
927,2016-02-28,Tampa Bay Lightning,4,Boston Bruins,1,0
928,2016-02-28,St. Louis Blues,5,Carolina Hurricanes,2,0
929,2016-02-28,Washington Capitals,2,Chicago Blackhawks,3,1
930,2016-02-28,New York Islanders,1,Edmonton Oilers,3,1
931,2016-02-28,Florida Panthers,1,Minnesota Wild,3,1
932,2016-02-28,San Jose Sharks,4,Vancouver Canucks,1,0
933,2016-02-29,Detroit Red Wings,3,Dallas Stars,2,0
934,2016-02-29,Columbus Blue Jackets,1,New York Rangers,2,1
935,2016-02-29,Calgary Flames,3,Philadelphia Flyers,5,1
936,2016-02-29,Arizona Coyotes,0,Pittsburgh Penguins,6,1
937,2016-02-29,Montreal Canadiens,2,San Jose Sharks,6,1
938,2016-02-29,Tampa Bay Lightning,2,Toronto Maple Leafs,1,0
939,2016-03-01,Calgary Flames,1,Boston Bruins,2,1
940,2016-03-01,Edmonton Oilers,2,Buffalo Sabres,1,0
941,2016-03-01,Colorado Avalanche,3,Minnesota Wild,6,1
942,2016-03-01,Carolina Hurricanes,3,New Jersey Devils,1,0
943,2016-03-01,Dallas Stars,3,Nashville Predators,5,1
944,2016-03-01,St. Louis Blues,4,Ottawa Senators,3,0
945,2016-03-01,New York Islanders,3,Vancouver Canucks,2,0
946,2016-03-01,Florida Panthers,3,Winnipeg Jets,2,0
947,2016-03-01,Pittsburgh Penguins,2,Washington Capitals,3,1
948,2016-03-02,Montreal Canadiens,2,Anaheim Ducks,3,1
949,2016-03-02,Chicago Blackhawks,5,Detroit Red Wings,2,0
950,2016-03-02,Toronto Maple Leafs,2,Washington Capitals,3,1
951,2016-03-03,Anaheim Ducks,5,Arizona Coyotes,1,0
952,2016-03-03,Chicago Blackhawks,2,Boston Bruins,4,1
953,2016-03-03,Calgary Flames,3,Buffalo Sabres,6,1
954,2016-03-03,Florida Panthers,2,Colorado Avalanche,3,1
955,2016-03-03,Montreal Canadiens,2,Los Angeles Kings,3,1
956,2016-03-03,New Jersey Devils,5,Nashville Predators,4,0
957,2016-03-03,Tampa Bay Lightning,4,Ottawa Senators,1,0
958,2016-03-03,Edmonton Oilers,4,Philadelphia Flyers,0,0
959,2016-03-03,New York Rangers,1,Pittsburgh Penguins,4,1
960,2016-03-03,Minnesota Wild,2,Toronto Maple Leafs,1,0
961,2016-03-03,San Jose Sharks,3,Vancouver Canucks,2,0
962,2016-03-03,New York Islanders,4,Winnipeg Jets,3,0
963,2016-03-04,Edmonton Oilers,3,Columbus Blue Jackets,6,1
964,2016-03-04,New Jersey Devils,2,Dallas Stars,4,1
965,2016-03-04,New York Rangers,3,Washington Capitals,2,0
966,2016-03-05,Florida Panthers,1,Arizona Coyotes,5,1
967,2016-03-05,Washington Capitals,2,Boston Bruins,1,0
968,2016-03-05,Minnesota Wild,3,Buffalo Sabres,2,0
969,2016-03-05,Nashville Predators,5,Colorado Avalanche,2,0
970,2016-03-05,Anaheim Ducks,3,Los Angeles Kings,2,0
971,2016-03-05,Columbus Blue Jackets,0,Philadelphia Flyers,6,1
972,2016-03-05,Calgary Flames,4,Pittsburgh Penguins,2,0
973,2016-03-05,Vancouver Canucks,4,San Jose Sharks,2,0
974,2016-03-05,Carolina Hurricanes,3,Tampa Bay Lightning,4,1
975,2016-03-05,Ottawa Senators,3,Toronto Maple Leafs,2,0
976,2016-03-05,Montreal Canadiens,2,Winnipeg Jets,4,1
977,2016-03-06,Detroit Red Wings,1,Chicago Blackhawks,4,1
978,2016-03-06,St. Louis Blues,4,Minnesota Wild,2,0
979,2016-03-06,Pittsburgh Penguins,6,New Jersey Devils,1,0
980,2016-03-06,New York Islanders,6,New York Rangers,4,0
981,2016-03-06,Dallas Stars,2,Ottawa Senators,1,0
982,2016-03-06,Edmonton Oilers,2,Winnipeg Jets,1,0
983,2016-03-07,Washington Capitals,2,Anaheim Ducks,1,0
984,2016-03-07,San Jose Sharks,2,Calgary Flames,1,0
985,2016-03-07,Arizona Coyotes,1,Colorado Avalanche,3,1
986,2016-03-07,Boston Bruins,5,Florida Panthers,4,0
987,2016-03-07,Vancouver Canucks,1,Los Angeles Kings,5,1
988,2016-03-07,Tampa Bay Lightning,2,Philadelphia Flyers,4,1
989,2016-03-07,Buffalo Sabres,4,Toronto Maple Leafs,3,0
990,2016-03-08,New York Rangers,4,Buffalo Sabres,2,0
991,2016-03-08,Ottawa Senators,3,Carolina Hurricanes,4,1
992,2016-03-08,Detroit Red Wings,3,Columbus Blue Jackets,5,1
993,2016-03-08,San Jose Sharks,3,Edmonton Oilers,0,0
994,2016-03-08,Dallas Stars,3,Montreal Canadiens,4,1
995,2016-03-08,Pittsburgh Penguins,1,New York Islanders,2,1
996,2016-03-08,Boston Bruins,1,Tampa Bay Lightning,0,0
997,2016-03-08,Nashville Predators,4,Winnipeg Jets,2,0
998,2016-03-09,Nashville Predators,2,Calgary Flames,3,1
999,2016-03-09,Anaheim Ducks,0,Colorado Avalanche,3,1
1000,2016-03-09,Washington Capitals,3,Los Angeles Kings,4,1
1001,2016-03-09,Chicago Blackhawks,2,St. Louis Blues,3,1
1002,2016-03-09,New York Islanders,3,Toronto Maple Leafs,4,1
1003,2016-03-09,Arizona Coyotes,2,Vancouver Canucks,3,1
1004,2016-03-10,Carolina Hurricanes,3,Boston Bruins,2,0
1005,2016-03-10,Winnipeg Jets,2,Detroit Red Wings,3,1
1006,2016-03-10,Ottawa Senators,2,Florida Panthers,6,1
1007,2016-03-10,Edmonton Oilers,2,Minnesota Wild,1,0
1008,2016-03-10,Buffalo Sabres,2,Montreal Canadiens,3,1
1009,2016-03-10,New Jersey Devils,3,San Jose Sharks,0,0
1010,2016-03-11,Pittsburgh Penguins,3,Columbus Blue Jackets,2,0
1011,2016-03-11,Arizona Coyotes,4,Calgary Flames,1,0
1012,2016-03-11,Chicago Blackhawks,2,Dallas Stars,5,1
1013,2016-03-11,Anaheim Ducks,2,St. Louis Blues,5,1
1014,2016-03-11,Philadelphia Flyers,3,Tampa Bay Lightning,1,0
1015,2016-03-12,New York Islanders,1,Boston Bruins,3,1
1016,2016-03-12,Carolina Hurricanes,2,Buffalo Sabres,3,1
1017,2016-03-12,St. Louis Blues,5,Dallas Stars,4,0
1018,2016-03-12,New York Rangers,2,Detroit Red Wings,3,1
1019,2016-03-12,Arizona Coyotes,4,Edmonton Oilers,0,0
1020,2016-03-12,Philadelphia Flyers,4,Florida Panthers,5,1
1021,2016-03-12,New Jersey Devils,2,Los Angeles Kings,1,0
1022,2016-03-12,Minnesota Wild,4,Montreal Canadiens,1,0
1023,2016-03-12,Toronto Maple Leafs,0,Ottawa Senators,4,1
1024,2016-03-12,Washington Capitals,2,San Jose Sharks,5,1
1025,2016-03-12,Nashville Predators,2,Vancouver Canucks,4,1
1026,2016-03-12,Colorado Avalanche,2,Winnipeg Jets,3,1
1027,2016-03-13,Tampa Bay Lightning,4,Columbus Blue Jackets,0,0
1028,2016-03-13,Toronto Maple Leafs,1,Detroit Red Wings,0,0
1029,2016-03-13,Pittsburgh Penguins,5,New York Rangers,3,0
1030,2016-03-14,New Jersey Devils,1,Anaheim Ducks,7,1
1031,2016-03-14,St. Louis Blues,4,Calgary Flames,7,1
1032,2016-03-14,Los Angeles Kings,5,Chicago Blackhawks,0,0
1033,2016-03-14,Nashville Predators,3,Edmonton Oilers,2,0
1034,2016-03-14,Florida Panthers,2,New York Islanders,3,1
1035,2016-03-14,Winnipeg Jets,5,Vancouver Canucks,2,0
1036,2016-03-15,Los Angeles Kings,5,Dallas Stars,2,0
1037,2016-03-15,Florida Panthers,4,Montreal Canadiens,1,0
1038,2016-03-15,Minnesota Wild,2,Ottawa Senators,3,1
1039,2016-03-15,Detroit Red Wings,3,Philadelphia Flyers,4,1
1040,2016-03-15,New York Islanders,1,Pittsburgh Penguins,2,1
1041,2016-03-15,Boston Bruins,2,San Jose Sharks,3,1
1042,2016-03-15,Tampa Bay Lightning,1,Toronto Maple Leafs,4,1
1043,2016-03-15,Carolina Hurricanes,1,Washington Capitals,2,1
1044,2016-03-16,New York Rangers,2,Anaheim Ducks,1,0
1045,2016-03-16,Montreal Canadiens,3,Buffalo Sabres,2,0
1046,2016-03-16,Winnipeg Jets,1,Calgary Flames,4,1
1047,2016-03-16,Philadelphia Flyers,3,Chicago Blackhawks,2,0
1048,2016-03-16,St. Louis Blues,4,Edmonton Oilers,6,1
1049,2016-03-16,Colorado Avalanche,3,Vancouver Canucks,1,0
1050,2016-03-17,San Jose Sharks,1,Arizona Coyotes,3,1
1051,2016-03-17,Detroit Red Wings,3,Columbus Blue Jackets,1,0
1052,2016-03-17,Tampa Bay Lightning,3,Dallas Stars,4,1
1053,2016-03-17,New York Rangers,3,Los Angeles Kings,4,1
1054,2016-03-17,Minnesota Wild,4,New Jersey Devils,7,1
1055,2016-03-17,New York Islanders,2,Nashville Predators,4,1
